"","text","score","very.pos","very.neg"
"52","@ChaseSupport if anything you should make a universal app for windows 8/10 and #WindowsPhone so I can back on tablet and phone",0,0,0
"53","@chasesupport I moved to India with my Sapphire card, missed payment date due to move twice.Each by 24 hours. Can you remove fees #forgive",-1,0,0
"54","@ChaseSupport @HyattConcierge @united Does the United Club credit card still give Hyatt Platinum status?",0,0,0
"55","RT @randytownley: @ChaseSupport please don't lie to @Eharris50 and the rest of @chase customers, if u cared about ""all mobile clients"" you …",-1,0,0
"56","@ChaseSupport the key word in that sentence is MOST! If chase really cares all customers should get the same service. U charge us the same.",0,0,0
"57","@ChaseSupport when did you become so big that it's ok not to care about all of your customers? #windowsphone #window",0,0,0
"58","@ChaseSupport when did you become so big that it's ok not to care about all of your customers? #windowsphone",0,0,0
"59","@ChaseSupport when did you become so big that it's ok not to care about all of your customers? #windowsphone #windows",0,0,0
"60","@ChaseSupport  when did you become so big that it's ok not to care about all of your customers. #windowsphone #windows",0,0,0
"61","@ChaseSupport Hi I have some problems with the international telegraphic transfer and hope that you could answer my questions",-1,0,0
"62","@ChaseSupport Wish Chase App was staying in Windows Store. Cheaper to switch banks than phones. 50 million Windows Phone Users ... bad idea.",0,0,0
"63","why is @chasesupport doing this to loyal customers? Well guess what: BofA has no problem with #WindowsPhone users! http://t.co/ydj97yN5Fj",1,0,0
"64","@pinakijain Likewise I have the same wonderful @Chase no miles expiration. Thanks @ChaseSupport pls see this link //bit.ly/1pew1ly ^DO",1,0,0
"65","@ChaseSupport Thanks. Good night.",1,0,0
"66","@ChaseSupport thank you",1,0,0
"67","Extremely disappointed to hear @chase is discontinuing its @windowsphone app. Time to find a new bank. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>  @ChaseSupport",-1,0,0
"68","Behold! The first step of my abandoning @Chase and its horrible @ChaseSupport has arrived!!! #WindowsPhone http://t.co/xMR9OUZrTc",-1,0,0
"69","RT @Griot28: @ChaseSupport why are you discontinuing supportfor #WindowsPhone I use this app all the time. Sucks that you don't want to sup…",-1,0,0
"70","@united stop trying to bully me into wasting my miles on magazines. I already have 'no expiration' thanks to @Chase @ChaseSupport",-2,0,1
"71","@ChaseSupport I already called. Problem was solved in a matter of minutes. Thanks for being awesome.",0,0,0
"72","RT @Griot28: @ChaseSupport why are you discontinuing supportfor #WindowsPhone I use this app all the time. Sucks that you don't want to sup…",-1,0,0
"73","Good deal! Thx for the great #CustServ! MT “@ChaseSupport: Thank you for reaching out. We'll be here until 9PM ET to help further.""",4,1,0
"74","@ChaseSupport Sent another DM w/specifics. Hope you can follow up &amp; help fixed things once &amp; for all. #fingerscrossed #halffullkindagal",0,0,0
"75","@ChaseSupport  i can't login online when using Chrome as my browser",0,0,0
"76","@ChaseSupport thank you!",1,0,0
"77","@ChaseSupport is it possible to pay a credit card bill w/gift cards? Want to use some for a purchase but want to accumulate points, too. Thx",0,0,0
"78","RT @ckincincy: @ChaseSupport @monicmagett Dedicated?  You must not know what that word means.",1,0,0
"79","@ChaseSupport Thank you, I'm aware of that. What I'm asking is will it be coming back as a Windows 10 app?",1,0,0
"80","@ChaseSupport indeed I will. thanks a lot!!!",0,0,0
"81","@ChaseSupport you guys suck. Call me so I can close my account. Thanks for having my back. Not.",-1,0,0
"82","@ChaseSupport why are you discontinuing supportfor #WindowsPhone I use this app all the time. Sucks that you don't want to support customers",0,0,0
"83","@ChaseSupport Can Cards have NFC and Chip&amp;Pin? Got a new Freedom card w/ chip and will miss NFC for Chicagos El Train",0,0,0
"84","@ChaseSupport when I log onto http://t.co/aknBULXslc to pay, it logs me into my QuickPay account.",0,0,0
"85","@ChaseSupport DM'd, thanks!",0,0,0
"86","@ChaseSupport hey! just got off the phone w/them, &amp; they're sending my app for approval. thanks y'all! can't wait to get my Slate Visa.",1,0,0
"87","@ChaseSupport Thanks. My Chase Business card has 24 months of history, so that is what I expected on personal. It is very handy to have.",1,0,0
"88","@ChaseSupport Is there a way to ensure that I have 0% apr for first 6 months on Chase Freedom card?",1,0,0
"89","@ChaseSupport Hi, your LHR website doesn't seem to be working-it won't recognize my credit card number to let me search rates. Can you help?",0,0,0
"90","@ChaseSupport @distefam I just write them to myself for $0 and deposit them.",0,0,0
"91","@Chase @ChaseSupport Can I use a Chase Liquid card with Apple Pay?",0,0,0
"92","@ChaseSupport I want to make a payment to my Amazon cc via my Quickpay account I already have set up. What do I do?",0,0,0
"93","@ChaseSupport You haven't responded to my multiple tweets. You've cemented my opinion of your contempt for your customers.",-1,0,0
"94","@ChaseSupport I've been trying to log in to a #quickpay account with no luck and can't find a number to call anywhere. Any suggestions",1,0,0
"95","@ChaseSupport Thanks!",0,0,0
"96","@ChaseSupport  Family and I will be moving all of our accounts from your bank since removal of @Windows Phone app seems to be a priority.",0,0,0
"97","@ChaseSupport no, you guys are horse shit",-1,0,0
"98","RT @ChaseSupport: @sara_boww Hello, I'd like to learn more regarding your tweet. Can you follow/DM details of your concerns? ^AN",0,0,0
"99","@ChaseSupport I would like to speak with someone about an issue applying for the Sapphire Card. Your phone cust. serv. wasn't any help. Thx!",0,0,0
"100","@ChaseSupport Why are you dropping support for my #WindowsPhone app? #nothappy",1,0,0
"101","@ChaseSupport what time is the event in englewood?",0,0,0
"102","@ChaseSupport more than one CS rep tell me my phone was outdated,why are reps being told to lie?Why is Chase dispensing phone advice at all?",0,0,0
"103","@ChaseSupport  if an app was used by even one customer its better than none",1,0,0
"104","@ChaseSupport it won't verify my ck acct w/deposits. doesn't recognize that wells fargo act is already linked to the chase card.",0,0,0
"105","@ChaseSupport Chase doesn't care about all of its customers. No good reason to pull a perfectly good app, will be closing my accts",3,1,0
"106","RT @ChaseSupport: @Stephhaniee2013 We certainly wish we had locations there, but we're currently only looking to expand in areas where we h…",0,0,0
"107","@ChaseSupport no I about to change banks. Having your atms in speedway was overly convenient.",1,0,0
"108","RT @randytownley: @ChaseSupport &amp; @chase you are wrong, @DonTrattles &amp; others CANNOT use the web to mimic functionality that worked PERFECT…",1,0,0
"109","@ChaseSupport @Chase Jeremy Gutierrez in Austin, TX really went above and beyond the call of duty today. Give that man a promotion!",0,0,0
"110","RT @ChaseSupport: @BreenAmbreen1 We're available weekdays 7AM-9PM ET and Saturdays 8AM-5PM ET. Please tweet us if we can be of service. ^DS",1,0,0
"111","@ChaseSupport I need to speak to someone about chase quick pay and don't have all afternoon to be on hold",0,0,0
"112","@ChaseSupport says they're committed to ""all mobile clients"" is the app on #WP NOW? @windowscentral @maryjofoley @thurrott @joebelfiore",0,0,0
"113","@ChaseSupport please don't lie to @Eharris50 and the rest of @chase customers, if u cared about ""all mobile clients"" you WOULD NOT #pull app",-1,0,0
"114","@ChaseSupport Hoping you'll reconsider the removal of Chase app from the #Windows Phone store. Great app and a must have for that platform.",1,0,0
"115","@ChaseSupport &amp; @chase you are wrong, @DonTrattles &amp; others CANNOT use the web to mimic functionality that worked PERFECTLY in the app.",1,0,0
"116","@chase &amp; @ChaseSupport @LefeversJay &amp; others CANNOT use the web to deposit checks, can we??? You are eliminating my reason to stay. #Reverse",0,0,0
"117","RT @LefeversJay: @Chase @ChaseSupport Because of this (http://t.co/KL6hM1ziUq) I will be transferring my balance from my Chase to my non-Ch…",0,0,0
"118","Isn't it sad @LefeversJay that @Chase @ChaseSupport simply hasn't addressed all the questions and concerns about their dropping of the app?",-2,0,1
"119","@ChaseSupport I am trying to find out if one of my Southwest cards statement closing date got switched to Feb 1st. online login doesn't show",0,0,0
"120","@ChaseSupport Thanks! @AskPayPal took care of it!",0,0,0
"121","@ChaseSupport just lost 30yr cust. Customer definitely does not come first!no help,10 diff managers and no solutions. Very disappointed",-2,0,1
"122","@ChaseSupport This Dissapoints me as Bank of @BofA_Help currently has them. I am tempted to move quite a sum there on this basis alone.",0,0,0
"123","@ChaseSupport Thanks for looking into it! Wasn't a huge deal, just a little spike of stress I didn't really need that morning.",-1,0,0
"124","@ChaseSupport ""can't"" afford to support @WindowsPhone but @allybank can. See ya @Chase, wouldn't want to be ya. No app, no account. #Dead2Me",2,1,0
"125","@ChaseSupport As a Premier Plus Traveller, when will I be able to get a EMV Debit Card? BofA alerady has them.",1,0,0
"126","@ChaseSupport trying to use chase pay. checking account linked to pay card. won't link to chasepay. cust supp not helpful!",1,0,0
"127","@ChaseSupport After calling a few times I have been unable to get an answer to my question. When will Chase be issuing EMV Debit Cards?",-1,0,0
"128","@ChaseSupport can someone assist me with an acct issue?  Phone reps are useless went as high as a senior specialist with no resolution",-2,0,1
"129","Just had the most rude customer service call with @ChaseSupport ....dunno if you're still worth my time anymore #apparentlyisoundstupid",0,0,0
"130","@ChaseSupport said and done. You guys work quick! Thanks! :)",1,0,0
"131","@chasesupport when doi start to earn interest in my chase savings account?",1,0,0
"132","@ChaseSupport A friend sent me $10 the other day via QuickPay &amp; I accepted it yesterday.  Today she got an email saying ""unable to deliver"".",-1,0,0
"133","@ChaseSupport my debit card has been stolen and someone is making a bunch of purchasing. Who should I call.",-1,0,0
"134","@ChaseSupport Thank you very much!",1,0,0
"135","@ChaseSupport Guess what, Delta cards don't have this limit ""Flights must be booked using your United credit card to receive this benefit.""",0,0,0
"136","@The_SportsPaige It's our pleasure! If you ever have questions about your card, feel free to tweet us @ChaseSupport. Enjoy the movies! ^SG",3,1,0
"137","@IamMenyfresh @Chase @ChaseSupport Yeah, girlfriend uses @Usbank, going to take a look at their WP app",0,0,0
"138","RT @ChaseSupport: @joshDWH We're glad you enjoy Chase QuickPay, but are concerned about your card being declined. Tweet us if you need help…",1,0,0
"139","RT @iHacker0390: @ChaseSupport @DelaireD Obviously not since you're cancelling the WP app... I hope my new bank doesn't have such a poor at…",-1,0,0
"140","RT @ResearchLaw: @ChaseSupport @DelaireD Please enlighten #WindowsPhone users how @Chase remains committed to us after terminating the WP m…",1,0,0
"141","@DailyEchos 2/2 If you ever have any account questions or concerns, feel free to tweet us @ChaseSupport. ^SG",0,0,0
"142","@Chase @ChaseSupport how do i refer a friend to the Sapphire Preferred? Didn't see it anywhere when I was logged in.",0,0,0
"143","@ChaseSupport is there a way I can check that my sw premier and plus cards are feeding to the same rr account?",1,0,0
"144","@ChaseSupport app is easier and I don't have to leave house to do it. Hope it returns when windows 10 launches.",1,0,0
"145","@ChaseSupport They refuse to approve the short sale although getting 50% of loan value!! When the 1st forecloses they will get $0!",0,0,0
"146","@_deyaniraa It's our pleasure! If you ever see anything else suspicious on your account, tweet us @ChaseSupport. We're happy to help. ^SG",1,0,0
"147","@ChaseSupport My Client is facing an unnecessary foreclosure because chase is unwilling to help! They are the second lien !",-2,0,1
"148","@ChaseSupport i appreciate the response! i finally saw some text at the top of the email making it clear, but better CTA would be great",5,1,0
"149","@ChaseSupport Yep I realize that now",0,0,0
"150","@ChaseSupport it would be nice if you could solve this problem.",0,0,0
"151","@LindseyStack1 2/2 If you need any assistance with your account, please feel free to tweet us @ChaseSupport. ^SG",1,0,0
"152","@ChaseSupport look at all people you're making excuses to How about just continuing support for windows phone app? What a cheap bank!",-1,0,0
"153","@ChaseSupport @z8er they told me the same BS. So can we deposit checks with main web site @chase like we can with app?",0,0,0
"154","@ChaseSupport it's 305 Seventh Ave, New York, NY 10001 <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> thanks for your great staff!",1,0,0
"155","@ChaseSupport ok thank you",1,0,0
"156","@ChaseSupport thank you it's all been taken care of, thank you for crediting the money back so fast<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",2,1,0
"157","If you have ATT or chase, there's are @ATTCares @ChaseSupport",0,0,0
"158","@ChaseSupport received an email from “chase_customer_claims@secure-fx.com” about a claim. This can’t be legit, correct?",1,0,0
"159","@chasesupport I just spent time researching other banks now that you've pulled the Windows app #HeartlessBank",0,0,0
"160","@MC_Live_LS 2/2 If you ever have any account questions, please tweet us @ChaseSupport. ^SG",0,0,0
"161","@ChaseSupport Anyone I can talk more technically w/ about this? I've tried to just submit things through the site and it just gets ignored..",0,0,0
"162","Just paid off my @ChaseSupport amazon card &amp; closed it, nite nite 22% rate #evenakidknowsbetter #usury #badbusiness @Ask_WellsFargo is next",0,0,0
"163","@ChaseSupport got it, thanks!",0,0,0
"164","@ChaseSupport @monicmagett Dedicated?  You must not know what that word means.",1,0,0
"165","RT @ChaseSupport: @msanders81 The Chase Mobile App for Windows is no longer available for download and will not be supported after March 22…",2,1,0
"166","@ChaseSupport how long should I expect a transfer to my acct from another bank to take?",0,0,0
"167","@ChaseSupport I see many comments from pissed off people @WellsFargo @bankofamerica thank u 4 supporting windowsphone will be picking 1 of U",2,1,0
"168","@ChaseSupport not the same,app works great. you built the app, Mr. Diamond reported record profits, how much does it cost to support app?",3,1,0
"169","@ChaseSupport How come your Android app is still unsecured? It's the only android app I have that gives me security flags.",0,0,0
"170","@ChaseSupport I understand.  Lost my card but I can def wait on a new one! Thanks guys!",-1,0,0
"171","@ChaseSupport thank you for showing how much you cares about your costumers by killing the windows app",0,0,0
"172","@ChaseSupport @DelaireD Please enlighten #WindowsPhone users how @Chase remains committed to us after terminating the WP mobile app.",1,0,0
"173","@iHacker0390 @ChaseSupport @bobby_wells #WindowsPhone users are still waiting for @Chase to issue a formal apology for termination the app.",-1,0,0
"174","@ChaseSupport Are you planning on bringing back that Windows phone application?",0,0,0
"175","RT @dscammell: @TheWinPhan @ChaseSupport When they dropped their @WindowsPhone app, I dropped Chase like a hot potato!!!",2,1,0
"176","@ChaseSupport How do I download my transactions in CSV format?",0,0,0
"177","Wow first iOS 4th gen. now @wpdev @ChaseSupport really?",1,0,0
"178","@ChaseSupport when did you become to big to care about all your customers? #windowsphone",0,0,0
"179","RT @ChaseSupport: We're leaving &amp; want to remind everyone our NY Tri-State branches are closed tomorrow. Please check http://t.co/ROHpEnK0v…",0,0,0
"180","@TheWinPhan @ChaseSupport When they dropped their @WindowsPhone app, I dropped Chase like a hot potato!!!",2,1,0
"181","RT @shirosage: @ChaseSupport is amazing and makes me want to be a better person",2,1,0
"182","@WellsFargo CC department says 22% interest is standard, @ChaseSupport charges me 3.25 #switchtochasebank",0,0,0
"183","@ChaseSupport  Please do not delete the windows phone chase app. I will be switching banks if this goes through.",0,0,0
"184","@ChaseSupport Why do you drop support for your loyal customers that use @Windows phone? Do you give us free scanners to cash checks instead?",3,1,0
"185","@ChaseSupport @bobby_wells If you don't want to lose us, don't treat us like 2nd class citizens. Give us our app back.",0,0,0
"186","@ChaseSupport @DelaireD Obviously not since you're cancelling the WP app... I hope my new bank doesn't have such a poor attitude...",-1,0,0
"187","@ChaseSupport - do I have time to do one more transfer of ALL funds to a bank that actually wants my biz, before you cut off Windows Phone?",0,0,0
"188","RT @GoodThings2Life: @TheWinPhan @ChaseSupport doesn't get it. The whole point of the app is to have ALL features-- like remote deposit. Ca…",1,0,0
"189","RT @TheWinPhan: .@ChaseSupport Hey Chase! You're making a mistake by dropping your Windows Phone app. Having it is a huge reason people sti…",-1,0,0
"190","@ChaseSupport you are hurting alot people banking with you by leaving behind windows users!!! Tell us a good reason why u doing this!",0,0,0
"191","RT @scott_humble: @randytownley What @ChaseSupport has done is egregious. #WindowsPhone users are not second class citizens. @GoodThings2Li…",-1,0,0
"192","RT @scott_humble: @randytownley What @ChaseSupport has done is egregious. #WindowsPhone users are not second class citizens. @GoodThings2Li…",-1,0,0
"193","@ChaseSupport @SacchiMuchhi 

Very bad experience with misleading Mileage Plus.   No!",-2,0,1
"194","@winphoneninja @BofA_News has an app for #WindowsPhone as well. @ChaseSupport may be able to shed some light on their decision.",1,0,0
"195","RT @TheWinPhan: I understand any user is able to use the web version, but this is more about making your users feel valued! Please reconsid…",0,0,0
"196","Very disappointed with @Chasesupport for crapping on #Windows #WP8 users, no more app support #switchingBanks",0,0,0
"197","@GoodThings2Life I recently considered moving my accounts to @Chase. When this broke out, there was no way that would happen. @ChaseSupport",-1,0,0
"198","RT @scott_humble: @randytownley What @ChaseSupport has done is egregious. #WindowsPhone users are not second class citizens. @GoodThings2Li…",-1,0,0
"199","@randytownley What @ChaseSupport has done is egregious. #WindowsPhone users are not second class citizens. @GoodThings2Life @Chase",-1,0,0
"200","RT @morris_charles: .@ChaseSupport Thanks, but that's not much consolation. It's easier to switch banks 1 time than drive to an ATM everyti…",1,0,0
"201","@BofA_Help you guys need a phone number that works beyond 5pm for scra violations and the forms 1099-misc that you sent to cover them.",1,0,0
"202","@BofA_Help I can't access my online acct, because your p/w recovery algorithm keeps flip-flopping, saying I do and don't have an acct.",1,0,0
"203","@BofA_Help please follow me to DM.",0,0,0
"204","RT @BofA_Help: @Ifuckst8bitches  Hi, that’s great to hear! We appreciate your business! ^am",2,1,0
"205","@BofA_Help Just ordered some stuff online anywhere?",0,0,0
"206","@BofA_Help I called and left a message this morning, but no response. 757-943-9184",0,0,0
"207","@BofA_Help call Jacqueline Gonzalez, Exit Realty Central re: 473 Adkins Arch Virginia Beach VA 23462, 757-943-9184.",0,0,0
"208","Hey @BofA_Help, I tried to call to get help with my debit card and ""all circuits are busy""?! How is that possible?",0,0,0
"209",". @BofA_Help thanks for the call, although it was no help at all. #totalwasteoftime #worstbankever",0,0,0
"210","RT @BofA_Help: @AngelarEspinal Our team is here to help. Please DM your name/zip/phone &amp; best time to call. No account numbers please.^sw",1,0,0
"211","@BofA_Help Thanks, new card coming. I think the fraudsters are using cloned cards close to card holder's home address to evade detection.",-1,0,0
"212","I'm at Bank of America - @bofa_help in Chicago, IL https://t.co/bpz2k9JTjk",0,0,0
"213","@BofA_Help Nope, nothing right now but you could maybe stop that whole confiscatory""fee"" thing at least for seniors on Tiny fixed incomes.",1,0,0
"214","Fuck you and overdraft fees @BofA_Help",-1,0,0
"215","@caoricorn1 @HealthProdigy @BofA_Help Hello Irish#",0,0,0
"216","@BofA_Help Hey...:) Check out this website for breaking update--&gt;&gt; [http://t.co/2AIXifllQJ] &lt;&lt;--",-1,0,0
"217","@TMAC_BACK1 @BofA_Help @NBCNews Now that's a good plan! Maybe I should contact a news station as well bout this horrible bank!!",1,0,0
"218","@BofA_Help please don't call and wake me up in the middle of the night! Don't need that after the long wait times I've had. I'm in Thailand.",0,0,0
"219","@BofA_Help No trouble. The Xfer went smoothly. I’d have just expected a web/automated method. Thx for listening.",0,0,0
"220","@BofA_Help not at this time  but thank  u",1,0,0
"221","@BofA_Help i'm outside the US.. http://t.co/E1IaDabvhe",0,0,0
"222","@BofA_Help bull crap!",-1,0,0
"223","RT @joannamichellee: @BofA_Help you guys charge me so many Un justified fees and none of your rude customer service associates are any help",-1,0,0
"224","RT @nsmarcella713: @BofA_Help This is why I left @WellsFargo. I hate shady charges for no evident reason.",-2,0,1
"225","RT @LastNameSavage: @BofA_Help yall playing with my account balance",0,0,0
"226","@BofA_Help need to stop a check from withdrawing from account and get the money back...any suggestions",0,0,0
"227","@BofA_Help youre totally killing my account this is b.s",-2,0,1
"228","@BofA_Help how can I contact BofA representative w/out calling? I'm out of the country &amp; want to inform of my travels/ length of stay, ect",0,0,0
"229","Hi @bofa_help, I know what I want: a Business Advantage. Problem is, I don't want to spend 12+ hours planes to buy it. How can I do it?",0,0,0
"230","@bankofamerica @BofA_Help Thx for never getting back to me! It's nice to see how you treat #gold customers #mortgage #CustomerService #fail",1,0,0
"231","@BofA_Help trying to open an ordinary bank account in the US, we are a Spanish business. Can you help me? Thanks.",0,0,0
"232","@BofA_Help yes I have but seeks like there will be nothing that can be done",1,0,0
"233","@BofA_Help yall playing with my account balance",0,0,0
"234","My @BofA_Help credit card was compromised. I only use the card online, but seems it was cloned and used locally. I hate fraud.",-2,0,1
"235","@BofA_Help last time you helped nothing happened...this time you helped landed my acct like this in less the 24hrs!! Some 'help' that was!",3,1,0
"236","@BofA_Help no my problem has not been resolved",-1,0,0
"237","@BofA_Help Yes! someone was able to help me understand what the fee was about. Thank you so much! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",1,0,0
"238","@BofA_Help ok will do and thank you again for your help i really appreciate it. You guys have a great team. :)",3,1,0
"239","@BofA_Help It's a simple question that needs to be answered.",0,0,0
"240","@BofA_Help what do i have to do if i discover 2 payments at my balance history which i havent made??",0,0,0
"241","It's way too early and too cold for these problems Bank of America. I need to get someone on the phone now @BofA_Help",-2,0,1
"242","@BofA_Help can i get an email address where i can send my question?",0,0,0
"243","@BofA_Help None of it was your fault but I appreciate the help",0,0,0
"244","@BofA_Help Not a tattletale! More tellers plz! Change your model. #atlanta",0,0,0
"245","@BofA_Help it went through, thank you",1,0,0
"246","@BofA_Help hi I would like to know the SWIFT or BIC code for international transaction for the BofA located in Miami thanks!",2,1,0
"247","@BofA_Help how can I change what e-mail address my BofA alerts get sent to?

-Krysten",0,0,0
"248","@BofA_Help But I don't feel that my social influence should effect my banking experience. I am excited/happy to return to my credit union.",0,0,0
"249","@BofA_Help I appreciate u reaching out. I know a lot of customers have been helped this way.",2,1,0
"250","@BofA_Help actually no one resolved my issue. Sigh",-1,0,0
"251","@BofA_Help  Cell phone +351 963145539; office phone +351 226078230 ThanksPatrick Howlett-Martin",0,0,0
"252","@BofA_Help  Thanks my cell +351 963145 539; the office +351 226 078 230 Patrick Howlett Martin",0,0,0
"253","@BofA_Help Deposit check function not working on Iphone 5 - not accepting photo of back of check. Any advice on how to fix?",0,0,0
"254","@BofA_Help can you actually help? i submitted my payment on 1/22 (due date) and i got a late fee. what gives?",0,0,0
"255","@BofA_Help thank you sir my mob no from cairo egypt 002  01003281510  and 002 01111081352  please sir if you can not e mail me",1,0,0
"256","@BofA_Help forever overdrafting my account even when it tells me there's money in there.. So close to switching banks <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",0,0,0
"257","@BofA_Help James o'connell, 27523, 617-501-4497 auto loan frustration.",-1,0,0
"258","@BofA_Help my account is overdrawn and I never made any transactions, I'm out of the country and I'm not using my account anymore.",0,0,0
"259","@BofA_Help I didn't call because after looking at my statement there is no evidence I ever overdrafted. A fee just shows up.",0,0,0
"260","@RedTapeChron @BofA_News @BofA_Help @NBCNews It was at 2am &amp; I didn't realize it was stolen until I woke up at 10am by then damage was done",-2,0,1
"261","@BofA_Help why don't your reps know what a Safe Pass card is?! I'm calling from Thailand, unable to make a transfer with Safe Pass. Help!",1,0,0
"262","@RedTapeChron @BofA_News @BofA_Help @NBCNews ""shoulder surfing"" right before my debit card was lifted #chicago",1,0,0
"263","@dkrpjazz @BofA_Help Insulting much?She has the info she needs.You charge fees/alienate your clients based on income&amp;spending.End of story.",-1,0,0
"264","@BofA_Help I called in the afternoon and received assistance",0,0,0
